Interne_Materialnummer;Gewicht [kg];Abmessungen L [mm];Abmessungen B [mm];Abmessungen H [mm];EAN-Code;Iso_Bild
;0,000;0;0;0;;Scan_20260122_203859\iso_bild.jpg
